venue_id,venue_name,lat,lng,postal_code,city,category,station_id
4b2b8249f964a520f8b624e3,Ralph & Son's,45.35213351829195,-75.83571179802097,None,Ottawa,Diner,4b2b8249f964a520f8b624e3
4d2a60a38292236a0a482bbb,MacEwen,45.3521452458518,-75.83550095558167,None,Ottawa,Gas Station,4b2b8249f964a520f8b624e3
4b26a38df964a520cd7e24e3,Shell,45.35095397397683,-75.92653827945719,K2K 2R9,Kanata,Gas Station,4b26a38df964a520cd7e24e3
4b666374f964a520da1f2be3,Esso,45.34226944117983,-75.91704129573017,K2K 2M5,Ottawa,Gas Station,4b26a38df964a520cd7e24e3
58776352f7f8dd6e029f73c6,Ultramar,45.338626,-75.911809,K2K 0K1,Ottawa,Gas Station,4b26a38df964a520cd7e24e3
56648daf498ec6e77383c24c,Ultramar,45.33769886919292,-75.9117254278375,None,Ottawa,Gas Station,4b26a38df964a520cd7e24e3
4b666374f964a520da1f2be3,Esso,45.34226944117983,-75.91704129573017,K2K 2M5,Ottawa,Gas Station,4b666374f964a520da1f2be3
58776352f7f8dd6e029f73c6,Ultramar,45.338626,-75.911809,K2K 0K1,Ottawa,Gas Station,4b666374f964a520da1f2be3
56648daf498ec6e77383c24c,Ultramar,45.33769886919292,-75.9117254278375,None,Ottawa,Gas Station,4b666374f964a520da1f2be3
4b26a38df964a520cd7e24e3,Shell,45.35095397397683,-75.92653827945719,K2K 2R9,Kanata,Gas Station,4b666374f964a520da1f2be3
4c63230fde1b2d7f490be470,MacEWEN Gas,45.383418382728834,-75.9696255911912,K2K 1X7,Dunrobin,Gas Station,4c63230fde1b2d7f490be470
4c78288d81bca0930328f914,Petro-Canada,45.308107,-75.915422,K2T 1L2,Kanata,Gas Station,4c78288d81bca0930328f914
4ba517aaf964a52014dc38e3,Esso,45.31011588651307,-75.91857060986837,K2T 1E8,Kanata,Gas Station,4c78288d81bca0930328f914
4c9a7ef0292a6dcb605ecf76,Canadian Tire Gas+,45.30859674981382,-75.91639016066637,K2T 1C3,Kanata,Gas Station,4c78288d81bca0930328f914
5a88ba2aa9fe1264b75bffb9,Esso,45.294171,-75.92801,K2S 1B9,Ottawa,Gas Station,4c78288d81bca0930328f914
4c40dbb2da3dc9282704c8b9,Esso,45.29745009146976,-75.90114857336957,K2L 1V8,Kanata,Gas Station,4c78288d81bca0930328f914
5cc85090270ee7002c0383f0,Pioneer,45.29416,-75.927029,K2S 1B9,Ottawa,Gas Station,4c78288d81bca0930328f914
4db2d6acfa8c350240be3604,Ultramar,45.29424719861647,-75.92770731819189,None,Stittsville,Gas Station,4c78288d81bca0930328f914
5cd2e27323a2e6002c82ba0b,Esso,45.294048,-75.92763,K2S 1B9,Ottawa,Gas Station,4c78288d81bca0930328f914
5b20cd69018cbb002cc84572,Meineke Car Care Centre,45.29798078546895,-75.89901858895496,K2L 1V8,Ottawa,Gas Station,4c78288d81bca0930328f914
545aa4d0498e45f1fbc9edc8,Shell,45.27918761,-75.95518669,K0A 1L0,Ottawa,Gas Station,545aa4d0498e45f1fbc9edc8
4c7a7326bd346dcb956df8ef,Kanata Irving,45.27980306359801,-75.95617911556171,None,Kanata,Gas Station,545aa4d0498e45f1fbc9edc8
4cf2b40b7e93f04da46b5469,Tin Cup Express,45.2755955984962,-75.95000593979012,None,Ottawa,Gas Station,545aa4d0498e45f1fbc9edc8
4cf3db9388de3704da7b812b,Petro-Canada,45.268,-75.938314,K2S 1B9,Stittsville,Gas Station,545aa4d0498e45f1fbc9edc8
5a88ba2aa9fe1264b75bffb9,Esso,45.294171,-75.92801,K2S 1B9,Ottawa,Gas Station,5a88ba2aa9fe1264b75bffb9
5cc85090270ee7002c0383f0,Pioneer,45.29416,-75.927029,K2S 1B9,Ottawa,Gas Station,5a88ba2aa9fe1264b75bffb9
